chr	start	end	gene
chr4	150899426	151278609	DCLK2
chr4	151085594	152036879	LRBA
chr4	151403077	151605843	MAB21L2
chr4	151920725	152125804	RPS3A
chr4	151923903	152346784	SH3D19
chr4	152098323	152312605	PRSS48
chr4	152230368	152684784	FAM160A1
chr4	152491656	152782175	PET112
chr4	153142410	153557253	FBXW7
chr4	153439784	153701317	TMEM154
chr4	153590506	153800916	TIGD4
chr4	153601089	153939615	ARFIP1
chr4	153757504	154000848	FHDC1
chr4	153973494	154360472	TRIM2
chr4	154165801	154436270	MND1
chr4	154287498	154657863	KIAA0922
chr4	154522652	154726851	TLR2
chr4	154531277	154781387	RNF175
chr4	154601744	154810272	SFRP2
chr4	155053399	155512930	DCHS2
chr4	155356158	155571587	PLRG1
chr4	155384108	155592238	FGB
chr4	155404278	155611918	FGA
chr4	155425286	155634119	FGG
chr4	155448097	155774270	LRAT
chr4	155602365	155849965	RBM46
chr4	156029781	156238230	NPY2R
chr4	156163810	156398122	MAP9
chr4	156487863	156753501	GUCY1A3
chr4	156580144	156828743	GUCY1B3
chr4	156650881	156887425	ASIC5
chr4	156675890	156941558	TDO2
chr4	156745270	156975069	CTSO
chr4	157455646	157663606	RP11-171N4.2
chr4	157581606	157992546	PDGFC
chr4	157897209	158193242	GLRB
chr4	158025334	158387227	GRIA2
chr4	158945626	159194470	FAM198B
chr4	159022756	159276563	TMEM144
chr4	159136463	159674524	RXFP1
chr4	159487831	159693407	C4orf46
chr4	159493277	159730775	ETFDH
chr4	159530286	159744548	PPID
chr4	159590290	159929201	FNIP2
chr4	159714286	160059912	C4orf45
chr4	159925330	160381321	RAPGEF2
chr4	162205049	163185187	FSTL5
chr4	163931225	164188073	NAF1
chr4	164145113	164365984	NPY1R
chr4	164165091	164373086	NPY5R
chr4	164292257	164495047	TKTL2
chr4	164315594	164541691	TMA16
chr4	164345450	165405202	MARCH1
chr4	165775598	165998820	TRIM61
chr4	165778100	165980273	FAM218A
chr4	165853105	166062896	TRIM60
chr4	165895574	166229701	TMEM192
chr4	166028770	166344308	KLHL2
chr4	166148775	166364312	MSMO1
chr4	166182346	166519472	CPE
chr4	166694410	167125047	TLL1
chr4	167554535	168255947	SPOCK3
chr4	168913666	169208841	ANXA10
chr4	169037444	169339958	DDX60
chr4	169177886	169558937	DDX60L
chr4	169318217	169949608	PALLD
chr4	169684921	170031426	CBR4
chr4	169915407	170292256	SH3RF1
chr4	170214426	170633780	NEK1
chr4	170433784	170744824	CLCN3
chr4	170550616	170779104	C4orf27
chr4	170807748	171054182	MFAP3L
chr4	170881373	171112850	AADAT
chr4	172633405	174062710	GALNTL6
chr4	173989904	174345118	GALNT7
chr4	174152846	174356276	HMGB2
chr4	174191120	174398683	SAP30
chr4	174205852	174427531	SCRG1
chr4	174346120	174551380	HAND2
chr4	175057809	175305415	FBXO8
chr4	175104828	175354531	CEP44
chr4	175311328	175544305	HPGD
chr4	175458065	175850465	GLRA3
chr4	175650819	175999331	ADAM29
chr4	176454085	177023815	GPM6A
chr4	176886985	177203978	WDR17
chr4	177005789	177216822	SPATA4
chr4	177034824	177298722	ASB5
chr4	177141115	177353396	SPCS3
chr4	177504689	177813881	VEGFC
chr4	178063693	178269927	RP11-487E13.1
chr4	178130990	178384097	NEIL3
chr4	178251924	178463657	AGA
chr4	178549911	179011904	LINC01098
chr4	182965140	183824177	TENM3
chr4	183711213	183939089	DCTD
chr4	183920446	184341930	WWC2
chr4	184139220	184341927	CLDN22
chr4	184142917	184343579	CLDN24
chr4	184265744	184469351	CDKN2AIP
chr4	184326147	184532249	ING2
chr4	184460788	184680378	RWDD4
chr4	184480420	184734745	TRAPPC11
chr4	184674584	185044679	STOX2
chr4	184909859	185242383	ENPP6
chr4	185208867	185495734	IRF2
chr4	185448850	185670663	CASP3
chr4	185470767	185716117	PRIMPOL
chr4	185515772	185755287	CENPU
chr4	185576749	185847972	ACSL1
chr4	185634773	185842443	RP11-701P16.2
chr4	185839995	186041958	HELT
chr4	185964395	186171536	SLC25A4
chr4	185980819	186230658	KIAA1430
chr4	186025391	186391339	SNX25
chr4	186185032	186417053	LRP2BP
chr4	186217175	186421782	ANKRD37
chr4	186220694	186447139	UFSP2
chr4	186247394	186470980	C4orf47
chr4	186266336	186492913	CCDC110
chr4	186292670	186493417	RP11-279O9.4
chr4	186322851	186556766	PDLIM3
chr4	186406598	186977806	SORBS2
chr4	186890306	187109223	TLR3
chr4	186925573	187193821	FAM149A
chr4	187011913	187212626	AC110771.1
chr4	187012674	187234610	CYP4V2
chr4	187030133	187279625	KLKB1
chr4	187087099	187310835	F11
chr4	187247700	187576464	RP11-215A19.2
chr4	187354809	187576721	MTNR1A
chr4	187408937	187747876	FAT1
chr4	188816925	189026204	ZFP42
chr4	188912427	189130757	TRIML2
chr4	188960573	189168897	TRIML1
chr4	190761943	190984359	FRG1
chr4	190845506	191048412	FRG2
chr4	190892087	191093897	DUX4L7
chr4	190895380	191097190	DUX4L6
chr4	190898673	191100532	DUX4L5
chr4	190901979	191103777	DUX4L4
chr4	190905267	191107077	DUX4
chr4	190908560	191110370	DUX4L3
chr4	190911860	191113719	DUX4L2
chr5	40373	290085	PLEKHG4B
chr5	91626	295468	LRRC14B
chr5	96986	318330	CCDC127
chr5	118356	356815	SDHA
chr5	171736	453971	PDCD6
chr5	204291	538406	AHRR
chr5	341645	543258	C5orf55
chr5	343273	572052	EXOC3
chr5	366239	573213	CTD-2228K2.5
chr5	373425	624447	SLC9A3
chr5	512387	767283	CEP72
chr5	560883	793510	TPPP
chr5	567759	768839	AC026740.1
chr5	610471	951101	ZDHHC11
chr5	610475	867067	ZDHHC11B
chr5	750406	992939	BRD9
chr5	792758	1019472	TRIP13
chr5	879480	1081415	RP11-661C8.3
chr5	908944	1139058	NKD2
chr5	950499	1212150	SLC12A7
chr5	1101710	1325232	SLC6A19
chr5	1125470	1346304	SLC6A18
chr5	1153262	1395184	TERT
chr5	1217859	1445214	CLPTM1L
chr5	1292909	1545545	SLC6A3
chr5	1356595	1624092	LPCAT1
chr5	1698500	1901480	MRPL36
chr5	1701514	1916719	NDUFS6
chr5	1777541	1987350	IRX4
chr5	2645959	2852969	IRX2
chr5	2652245	2855508	C5orf38
chr5	3496168	3701517	IRX1
chr5	5040443	5420417	ADAMTS16
chr5	5320777	5590347	KIAA0947
chr5	6271994	6478707	MED10
chr5	6348736	6595022	UBE2QL1
chr5	6499352	6733404	NSUN2
chr5	6533456	6769675	SRD5A1
chr5	6614718	6857161	PAPD7
chr5	7296321	7930194	ADCY2
chr5	7730491	7951603	C5orf49
chr5	7751299	8006138	MTRR
chr5	7759272	7969150	FASTKD3
chr5	8935138	9646187	SEMA5A
chr5	9529109	9812490	TAS2R1
chr5	10126442	10350009	FAM173B
chr5	10150033	10366524	CCT5
chr5	10175987	10408138	CMBL
chr5	10253815	10540500	MARCH6
chr5	10341636	10572141	ROPN1L
chr5	10405108	10622196	RP11-1C1.5
chr5	10464442	10750308	ANKRD33B
chr5	10579342	10861384	DAP
chr5	10871952	12004155	CTNND2
chr5	13590440	14044652	DNAH5
chr5	14043811	14632235	TRIO
chr5	14481884	14715116	FAM105A
chr5	14564773	14799820	FAM105B
chr5	14604910	14971887	ANKH
chr5	15400305	16039900	FBXL7
chr5	15967248	16280871	MARCH11
chr5	16351628	16565901	ZNF622
chr5	16373147	16717167	FAM134B
chr5	16565395	17036372	MYO10
chr5	16965707	17376943	BASP1
chr5	19373060	20675982	CDH18
chr5	21650782	22953731	CDH12
chr5	23407264	23628706	PRDM9
chr5	23851457	24278372	C5orf17
chr5	24387209	24745087	CDH10
chr5	26780709	27221257	CDH9
chr5	31093857	31429253	CDH6
chr5	31300604	31632303	DROSHA
chr5	31432373	31655165	C5orf22
chr5	31539517	32211037	PDZD2
chr5	32024810	32274456	GOLPH3
chr5	32127100	32413115	MTMR12
chr5	32254456	32544867	ZFR
chr5	32431739	32704185	SUB1
chr5	32589176	32891819	NPR3
chr5	32688945	32891819	AC026703.1
chr5	33340802	33569644	TARS
chr5	33423640	33992297	ADAMTS12
chr5	33836491	34039023	RXFP3
chr5	33844721	34084835	SLC45A2
chr5	33886283	34108220	AMACR
chr5	33887279	34224633	RP11-1084J3.4
chr5	33919553	34143937	C1QTNF3
chr5	34556342	34932732	RAI14
chr5	34738938	34999561	TTC23L
chr5	34805369	35019094	RAD1
chr5	34815481	35026101	BRIX1
chr5	34829698	35059069	DNAJC21
chr5	34898206	35148198	AGXT2
chr5	34948861	35330794	PRLR
chr5	34951012	35151198	AC010368.2
chr5	35517946	35914713	SPEF2
chr5	35752797	35979705	IL7R
chr5	35804397	36038881	CAPSL
chr5	35851112	36101130	UGT3A1
chr5	35935119	36171460	UGT3A2
chr5	35998514	36252063	LMBRD2
chr5	36052091	36284421	SKP2
chr5	36092694	36342381	NADK2
chr5	36148536	36402216	RANBP3L
chr5	36506457	36788436	SLC1A3
chr5	36776861	37166515	NIPBL
chr5	37006330	37349530	C5orf42
chr5	37188239	37471283	NUP155
chr5	37279314	37853537	WDR70
chr5	37712779	37939788	GDNF
chr5	38158511	38565123	EGFLAM
chr5	38375065	38708456	LIFR
chr5	38745960	39045698	OSMR
chr5	38838021	39174510	RICTOR
chr5	39005338	39374630	FYB
chr5	39005358	39207350	AC008964.1
chr5	39184364	39524970	C9
chr5	39271780	39562402	DAB2
chr5	40579600	40793837	PTGER4
chr5	40614577	40856077	TTC33
chr5	40659481	40898476	PRKAA1
chr5	40725364	40935437	RPL37
chr5	40741286	40960275	CARD6
chr5	40809354	41083041	C7
chr5	40898119	41171444	MROH2B
chr5	41042336	41361540	C6
chr5	41207056	41610730	PLCXD3
chr5	41630167	41970621	OXCT1
chr5	41804290	42021738	C5orf51
chr5	41825356	42041845	FBXO4
chr5	42323879	42821979	GHR
chr5	42656903	42902462	CCDC152
chr5	42699982	42987494	SEPP1
chr5	42939335	43143272	ANXA2R
chr5	42965278	43292123	ZNF131
chr5	43092173	43380952	NIM1K
chr5	43189497	43413614	HMGCS1
chr5	43276747	43512493	CCL28
chr5	43344354	43583995	C5orf28
chr5	43386803	43615247	C5orf34
chr5	43426369	43657860	PAIP1
chr5	43502794	43807507	NNT
chr5	44203646	44489808	FGF10
chr5	44709027	44920530	MRPS30
chr5	45159349	45796253	HCN1
chr5	49592026	49839082	EMB
chr5	49861733	50242356	PARP8
chr5	50578921	50790564	ISL1
chr5	51203865	51476821	CTD-2203A3.1
chr5	51983730	52355040	ITGA1
chr5	51983774	52199880	PELO
chr5	52185156	52490609	ITGA2
chr5	52291509	52505893	MOCS2
chr5	52676239	52882964	FST
chr5	52756463	53079168	NDUFS4
chr5	53079775	53706412	ARL15
chr5	53651445	53852207	HSPB3
chr5	53713589	53942415	SNX18
chr5	54152063	54353674	RP11-45H22.3
chr5	54173692	54418499	ESM1
chr5	54220081	54430398	GZMK
chr5	54298476	54506080	GZMA
chr5	54308799	54569005	CDC20B
chr5	54355946	54562899	GPX8
chr5	54415442	54623143	MCIDAS
chr5	54426980	54629508	CCNO
chr5	54452073	54703550	DHX29
chr5	54503588	54821409	SKIV2L2
chr5	54620682	54930878	PPAP2A
chr5	54821673	55169022	SLC38A9
chr5	54933845	55212985	DDX4
chr5	55047207	55318678	IL31RA
chr5	55124468	55324569	AC008914.1
chr5	55130923	55390821	IL6ST
chr5	55295507	55629186	ANKRD55
chr5	55653622	55877773	CTC-236F12.4
chr5	55707394	56002059	AC022431.2
chr5	56011401	56291979	MAP3K1
chr5	56105087	56321359	SETD9
chr5	56115429	56367502	MIER3
chr5	56369775	56660506	GPBP1
chr5	56675846	56878636	ACTBL2
chr5	57649809	57856087	PLK2
chr5	57687262	57892917	GAPT
chr5	57737394	57954070	CTD-2117L12.1
chr5	57778048	58255213	RAB3C
chr5	58164865	59917947	PDE4D
chr5	59626565	59826939	FKSG52
chr5	59792739	60096017	DEPDC1B
chr5	59947618	60240216	ELOVL7
chr5	60069658	60340900	ERCC8
chr5	60140956	60548853	NDUFAF2
chr5	60311538	60511762	AC008498.1
chr5	60353536	60558301	SMIM15
chr5	60528100	60941997	ZSWIM6
chr5	60833535	61147590	C5orf64
chr5	61501989	61933076	KIF2A
chr5	61583081	61799766	DIMT1
chr5	61599799	62024409	IPO11
chr5	61774562	61977275	LRRC70
chr5	63156183	63358334	HTR1A
chr5	63361671	63768696	RNF180
chr5	63702084	64008139	RGS7BP
chr5	63886135	64113917	FAM159B
chr5	63913971	64164512	SREK1IP1
chr5	63964757	64414590	CWC27
chr5	64344563	64877747	ADAMTS6
chr5	64713593	64958998	CENPK
chr5	64759063	64983376	PPWD1
chr5	64785507	65021802	TRIM23
chr5	64820543	65062060	TRAPPC13
chr5	64820592	65026718	CTC-534A2.2
chr5	64861755	65118862	SGTB
chr5	64918023	65267553	NLN
chr5	65122303	65478377	ERBB2IP
chr5	65335799	65579443	SREK1
chr5	65792176	66565423	MAST4
chr5	66378103	66592627	CD180
chr5	67385704	67594235	RP11-404L6.2
chr5	67411548	67697649	PIK3R1
chr5	68289473	68526896	SLC30A5
chr5	68362837	68574072	CCNB1
chr5	68385375	68606184	CENPH
chr5	68413587	68625956	MRPS36
chr5	68430668	68673250	CDK7
chr5	68476002	68728636	CCDC125
chr5	68546811	68765840	TAF9
chr5	68565120	68810628	RAD17
chr5	68610939	68840157	MARVELD2
chr5	68688119	68953931	OCLN
chr5	68756035	68990550	GTF2H2C
chr5	69221074	69438940	SERF1B
chr5	69245350	69474349	SMN2
chr5	70096492	70314357	SERF1A
chr5	70120768	70349769	SMN1
chr5	70164310	70420941	NAIP
chr5	70230784	70463516	GTF2H2
chr5	70651442	70963649	BDP1
chr5	70783115	71054531	MCCC2
chr5	70914990	71116875	CARTPT
chr5	71303061	71605395	MAP1B
chr5	71415236	71716473	MRPS27
chr5	71516194	71756052	PTCD2
chr5	71638479	71903554	ZNF366
chr5	72012139	72312560	TNPO1
chr5	72151808	72486349	FCHO2
chr5	72316119	72527644	TMEM171
chr5	72369022	72570970	TMEM174
chr5	72640654	72844352	FOXD1
chr5	72694233	72901460	BTF3
chr5	72748160	72961511	ANKRA2
chr5	72761268	72977794	UTP15
chr5	72794203	72996845	AC008387.1
chr5	72821983	73337818	ARHGEF28
chr5	73823234	74037249	ENC1
chr5	73835848	74118472	HEXB
chr5	73917029	74163196	GFM2
chr5	73962817	74172737	NSA2
chr5	73973399	74262776	FAM169A
chr5	74223289	74426724	GCNT4
chr5	74264100	74632703	ANKRD31
chr5	74532154	74757929	HMGCR
chr5	74564311	74907963	COL4A3BP
chr5	74707581	74996969	POLK
chr5	74807284	75067671	ANKDD1B
chr5	74869949	75113313	POC5
chr5	75278997	75749764	SV2C
chr5	75599074	76103957	IQGAP2
chr5	75811307	76019259	F2RL2
chr5	75911868	76131606	F2R
chr5	76014758	76231140	F2RL1
chr5	76045826	76317475	S100Z
chr5	76148538	76376983	CRHBP
chr5	76225076	76461059	AGGF1
chr5	76267897	76483148	ZBED3
chr5	76406274	76825632	PDE8B
chr5	76621795	77016436	WDR41
chr5	76824538	77035513	OTP
chr5	76886991	77264604	TBCA
chr5	77196349	77690579	AP3B1
chr5	77556339	77876562	SCAMP1
chr5	77681038	78165844	LHFPL2
chr5	77973032	78381910	ARSB
chr5	78193438	78631861	DMGDH
chr5	78265540	78485289	BHMT2
chr5	78307602	78528108	BHMT
chr5	78423714	78623911	AC016559.1
chr5	78432012	78723038	JMY
chr5	78568459	78910040	HOMER1
chr5	78807943	79082471	PAPD4
chr5	78885700	79196063	CMYA5
chr5	79175584	79387082	MTX3
chr5	79187134	79479110	THBS4
chr5	79307050	79651898	SERINC5
chr5	79515444	79717661	SPZ1
chr5	79603832	79875169	ZFYVE16
chr5	79683788	79938382	FAM151B
chr5	79752574	79966307	ANKRD34B
chr5	79822047	80050802	DHFR
chr5	79845819	80046855	MTRNR2L2
chr5	79850467	80272279	MSH3
chr5	80156491	80625975	RASGRF2
chr5	80429104	80662216	CKMT2
chr5	80497409	80709116	ZCCHC9
chr5	80525824	80789998	ACOT12
chr5	80608840	81147616	SSBP2
chr5	81167844	81672676	ATG10
chr5	81469177	81674396	RPS23
chr5	81475281	81782796	ATP6AP1L
chr5	82248665	82473682	TMEM167A
chr5	82273317	82749606	XRCC4
chr5	82667284	82978122	VCAN
chr5	82833624	83117432	HAPLN1
chr5	83136373	83780611	EDIL3
chr5	85813721	86016779	COX7C
chr5	86412423	86634822	AC008394.1
chr5	86463705	86787748	RASA1
chr5	86587311	86808836	CCNH
chr5	87385450	87665293	TMEM161B
chr5	87913975	88299922	MEF2C
chr5	89588078	89805603	CETN3
chr5	89654020	89870585	MBLAC2
chr5	89667565	89910370	POLR3G
chr5	89711428	89925401	LYSMD3
chr5	89725161	90560038	GPR98
chr5	90564541	90779176	ARRDC3
chr5	92819043	93030321	NR2F1
chr5	92853775	93547404	FAM172A
chr5	92970508	93177343	POU5F2
chr5	93388671	94054309	KIAA0825
chr5	93854052	94175141	ANKRD32
chr5	93939446	94720279	MCTP1
chr5	94627048	94886158	FAM81B
chr5	94699599	94990711	TTC37
chr5	94790778	95040768	ARSK
chr5	94855782	95057846	GPR150
chr5	94882458	95120477	RFESD
chr5	94887885	95134415	SPATA9
chr5	94949226	95260087	RHOBTB3
chr5	94987023	95258709	GLRX
chr5	95087936	95295837	C5orf27
chr5	95120802	95397775	ELL2
chr5	95626119	95869847	PCSK1
chr5	95760971	96215299	CAST
chr5	95996521	96243803	ERAP1
chr5	96049731	96371513	CTD-2260A17.2
chr5	96111643	96355420	ERAP2
chr5	96171098	96473219	LNPEP
chr5	96324779	96619354	CTD-2215E18.1
chr5	96327574	96578576	LIX1
chr5	96396571	96618964	RIOK2
chr5	98004354	98234347	RGMB
chr5	98090908	98362240	CHD1
chr5	99771009	100022445	FAM174A
chr5	100042639	100338970	ST8SIA4
chr5	101469690	101732253	SLCO4C1
chr5	101469696	101671279	AC008948.1
chr5	101607486	101934720	SLCO6A1
chr5	101989685	102466809	PAM
chr5	102321704	102555855	GIN1
chr5	102355853	102648500	PPIP5K2
chr5	102494403	102714361	C5orf30
chr5	102784556	102998494	NUDT12
chr5	106612590	107106596	EFNA5
chr5	107094736	107817799	FBXL17
chr5	107983523	108632542	FER
chr5	108570410	108845695	PJA2
chr5	108925067	109305326	MAN2A1
chr5	109118883	109320452	AC011366.3
chr5	109524934	110174657	TMEM232
chr5	109973837	110200857	SLC25A46
chr5	110305760	110513722	TSLP
chr5	110327414	110566200	WDR36
chr5	110459351	110930584	CAMK4
chr5	110731731	110948288	STARD4
chr5	110898318	111433161	NREP
chr5	111378138	111855013	EPB41L4A
chr5	111655280	111856310	EPB41L4A-AS2
chr5	111943195	112281936	APC
chr5	112062910	112303279	CTC-554D6.1
chr5	112096885	112328776	CTC-487M23.8
chr5	112096919	112305485	SRP19
chr5	112112084	112358236	REEP5
chr5	112127313	112328791	ZRSR1
chr5	112212399	112456667	DCP2
chr5	112257796	112924527	MCC
chr5	112668251	112870728	TSSK1B
chr5	112749380	113030982	YTHDC2
chr5	113596642	113932337	KCNN2
chr5	114360459	114616243	TRIM36
chr5	114446527	114698569	PGGT1B
chr5	114502885	114732528	CCDC112
chr5	114756608	114980591	FEM1C
chr5	114814339	115061876	TICAM2
chr5	114814339	115061858	TMED7-TICAM2
chr5	114849205	115068689	TMED7
chr5	115040430	115252651	CDO1
chr5	115063893	115277555	ATG12
chr5	115077178	115349778	AP3S1
chr5	115198151	115463316	AQPEP
chr5	115258088	115494625	CTD-2287O16.3
chr5	115287163	115495815	ARL14EPL
chr5	115320688	115848459	COMMD10
chr5	115679312	116010630	SEMA6A
chr5	118073017	118424240	DTWD2
chr5	118273467	118684833	DMXL1
chr5	118504387	118835383	TNFAIP8
chr5	118688138	119072894	HSD17B4
chr5	118865254	119071517	FAM170A
chr5	119699973	120123027	PRR16
chr5	121087650	121288519	FTMT
chr5	121197656	121511265	SRFBP1
chr5	121298890	121513980	LOX
chr5	121365208	121615312	ZNF474
chr5	121547049	121899914	SNCAIP
chr5	122010691	122265803	SNX2
chr5	122079134	122465049	SNX24
chr5	122258945	122472436	PPIC
chr5	122324816	122629960	PRDM6
chr5	122580579	122859286	CEP120
chr5	122747793	123052739	CSNK1G3
chr5	123872608	124184500	ZNF608
chr5	125595824	125932186	GRAMD3
chr5	125777533	126031110	ALDH7A1
chr5	125835960	126062944	PHAX
chr5	125867414	126071979	C5orf48
chr5	126012315	126272712	LMNB1
chr5	126103406	126466500	MARCH3
chr5	126278250	126509184	C5orf63
chr5	126526523	126901429	MEGF10
chr5	126753301	126990781	PRRC1
chr5	126884736	127094322	CTXN3
chr5	127319458	127625380	SLC12A2
chr5	127493601	128094878	FBN2
chr5	127773706	128469335	SLC27A6
chr5	128330444	128549721	ISOC1
chr5	128695958	129174376	ADAMTS19
chr5	128983772	129202425	KIAA1024L
chr5	129140165	129622327	CHSY3
chr5	130394720	130607428	HINT1
chr5	130406503	130641119	LYRM7
chr5	130481186	130834140	CDC42SE2
chr5	130659614	131070929	RAPGEF6
chr5	130661584	131232676	CTC-432M15.3
chr5	130877407	131232710	FNIP1
chr5	131042683	131447936	ACSL6
chr5	131296222	131498897	IL3
chr5	131309483	131511859	CSF2
chr5	131427531	131731008	P4HA2
chr5	131493364	131709147	PDLIM4
chr5	131530136	131779899	SLC22A4
chr5	131605444	131831306	SLC22A5
chr5	131646328	131911736	C5orf56
chr5	131717301	131926490	IRF1
chr5	131777136	131992530	IL5
chr5	131791711	132080313	RAD50
chr5	131891955	132096802	IL13
chr5	131909678	132118368	IL4
chr5	131928320	132173330	KIF3A
chr5	131983137	132189856	CCNI2
chr5	131986509	132242933	SEPT8
chr5	132049033	132252488	SOWAHA
chr5	132057833	132266590	SHROOM1
chr5	132096873	132302576	GDF9
chr5	132102252	132303723	UQCRQ
chr5	132108014	132310738	LEAP2
chr5	132111071	132399326	AFF4
chr5	132232677	132462296	ZCCHC10
chr5	132287654	132542141	HSPA4
chr5	132432147	133048255	FSTL4
chr5	133191201	133404478	C5orf15
chr5	133207606	133440824	VDAC1
chr5	133350402	133587556	TCF7
chr5	133384633	133612729	SKP1
chr5	133402861	133661762	CTD-2410N18.5
chr5	133430025	133661833	PPP2CA
chr5	133441305	133806738	CDKL3
chr5	133606870	133827683	UBE2B
chr5	133637778	133847589	CDKN2AIPNL
chr5	133760003	134018918	JADE2
chr5	133836834	134084961	SAR1B
chr5	133884479	134163513	SEC24A
chr5	133974191	134187847	CAMLG
chr5	133994469	134290823	DDX46
chr5	134081370	134295427	C5orf24
chr5	134109493	134337215	TXNDC15
chr5	134140596	134443649	PCBD2
chr5	134203596	134447392	CATSPER3
chr5	134263425	134470503	PITX1
chr5	134268970	134791744	C5orf66
chr5	134569590	134835604	H2AFY
chr5	134679905	134883038	C5orf20
chr5	134679908	134888089	TIFAB
chr5	134769991	134971639	NEUROG1
chr5	134806373	135014969	CXCL14
chr5	135070338	135324326	SLC25A48
chr5	135127935	135331516	IL9
chr5	135157968	135390723	LECT2
chr5	135264584	135499507	TGFBI
chr5	135368534	135624435	SMAD5
chr5	135448999	135832730	TRPC7
chr5	136210987	137034068	SPOCK1
chr5	136853189	137171779	KLHL3
chr5	136987075	137190039	HNRNPA0
chr5	137103480	137323540	MYOT
chr5	137123657	137378436	PKD2L2
chr5	137173649	137487650	FAM13B
chr5	137319581	137528054	WNT8A
chr5	137350866	137575132	NME5
chr5	137375455	137614675	BRD8
chr5	137414408	137623404	KIF20A
chr5	137423339	137649032	CDC23
chr5	137488068	137710360	GFRA3
chr5	137520954	137774044	CDC25C
chr5	137567624	137785416	FAM53C
chr5	137588285	137872717	KDM3B
chr5	137674706	137882658	REEP2
chr5	137701179	137905004	EGR1
chr5	137741784	137978989	ETF1
chr5	137790571	138011133	HSPA9
chr5	137846656	138370723	CTNNA1
chr5	138104612	138311057	LRRTM2
chr5	138182409	138729246	SIL1
chr5	138509441	138767360	MATR3
chr5	138577276	138805406	PAIP2
chr5	138602885	138820242	SLC23A1
chr5	138623169	138825770	MZB1
chr5	138627635	138830885	PROB1
chr5	138632252	138839777	SPATA24
chr5	138644279	138880180	DNAJC18
chr5	138684245	138942328	ECSCR
chr5	138752108	138952506	AC138517.1
chr5	138755119	138962520	TMEM173
chr5	138806016	139108018	UBE2D2
chr5	138926884	139163467	CXXC5
chr5	139075406	139324051	PSD2
chr5	139126364	139522884	NRG2
chr5	139387362	139596321	PURA
chr5	139405521	139608391	IGIP
chr5	139454227	139761637	CYSTM1
chr5	139524624	139782706	PFDN1
chr5	139612428	139826216	HBEGF
chr5	139639787	139854728	SLC4A9
chr5	139681399	140029163	ANKHD1
chr5	139681493	140029154	ANKHD1-EIF4EBP3
chr5	139816925	140037895	SRA1
chr5	139827251	140029163	EIF4EBP3
chr5	139837853	140073337	APBB3
chr5	139844041	140048688	SLC35A4
chr5	139911313	140113286	CD14
chr5	139918325	140127370	NDUFA2
chr5	139919012	140124993	TMCO6
chr5	139926643	140142064	IK
chr5	139944261	140153709	WDR55
chr5	139950379	140153171	DND1
chr5	139952758	140171609	HARS
chr5	139971011	140178889	HARS2
chr5	139978265	140186248	ZMAT2
chr5	140065876	140491929	PCDHA1
chr5	140074444	140491929	PCDHA2
chr5	140080783	140491929	PCDHA3
chr5	140086659	140491929	PCDHA4
chr5	140101222	140491929	PCDHA5
chr5	140107563	140491929	PCDHA6
chr5	140113969	140491929	PCDHA7
chr5	140120907	140491929	PCDHA8
chr5	140127048	140491929	PCDHA9
chr5	140135595	140491929	PCDHA10
chr5	140140341	140343224	AC005609.1
chr5	140148689	140491929	PCDHA11
chr5	140155058	140491929	PCDHA12
chr5	140161793	140491929	PCDHA13
chr5	140206302	140491929	PCDHAC1
chr5	140245820	140491936	PCDHAC2
chr5	140330979	140533512	PCDHB1
chr5	140374227	140576962	PCDHB2
chr5	140380234	140583406	PCDHB3
chr5	140401581	140605201	PCDHB4
chr5	140414800	140617703	PCDHB5
chr5	140429683	140632868	PCDHB6
chr5	140435577	140638639	PCDHB17
chr5	140452243	140655957	PCDHB7
chr5	140457371	140660081	PCDHB8
chr5	140460980	140665793	PCDHB16
chr5	140471942	140675215	PCDHB10
chr5	140479183	140682618	PCDHB11
chr5	140488269	140691696	PCDHB12
chr5	140493509	140696993	PCDHB13
chr5	140502931	140705858	PCDHB14
chr5	140525147	140727799	PCDHB15
chr5	140582196	140783612	SLC25A2
chr5	140598057	140800330	TAF7
chr5	140610252	140992546	PCDHGA1
chr5	140618539	140992546	PCDHGA2
chr5	140623601	140992546	PCDHGA3
chr5	140629828	140992546	PCDHGB1
chr5	140634768	140992546	PCDHGA4
chr5	140639703	140992546	PCDHGB2
chr5	140643898	140992546	PCDHGA5
chr5	140649831	140992546	PCDHGB3
chr5	140653651	140992546	PCDHGA6
chr5	140662467	140992546	PCDHGA7
chr5	140667452	140992546	PCDHGB4
chr5	140672381	140992546	PCDHGA8
chr5	140682520	140992546	PCDHGA9
chr5	140687770	140992546	PCDHGB6
chr5	140692743	140992546	PCDHGA10
chr5	140697427	140992546	PCDHGB7
chr5	140700762	140991835	PCDHGA11
chr5	140710185	140992546	PCDHGA12
chr5	140755580	140992542	PCDHGC3
chr5	140764741	140992546	PCDHGC4
chr5	140768808	140992546	PCDHGC5
chr5	140794583	141098622	DIAPH1
chr5	140900443	141116437	HDAC3
chr5	140916517	141120644	RELL2
chr5	140918869	141130986	FCHSD1
chr5	140932968	141161788	ARAP3
chr5	141132938	141358811	PCDH1
chr5	141203373	141421612	KIAA0141
chr5	141223150	141449304	PCDH12
chr5	141237893	141469856	RNF14
chr5	141271314	141492606	GNPDA1
chr5	141388070	141634005	NDFIP1
chr5	141589992	141806020	SPRY4
chr5	141871743	142177617	FGF1
